char,left,width,total
折,00,0C,0C
抜,00,0C,0C
択,00,0C,0C
披,00,0C,0C
抱,00,0C,0C
抵,00,0C,0C
抹,00,0C,0C
押,00,0C,0C
抽,00,0C,0C
担,00,0C,0C
拍,00,0C,0C
拐,00,0C,0C
拒,00,0C,0C
拓,00,0C,0C
拘,00,0C,0C
拙,00,0C,0C
招,00,0C,0C
拝,00,0C,0C
拠,00,0C,0C
拡,00,0C,0C
括,00,0C,0C
拷,00,0C,0C
拾,00,0C,0C
持,00,0C,0C
指,00,0C,0C
挑,00,0C,0C
挙,00,0C,0C
挟,00,0C,0C
振,00,0C,0C
挿,00,0C,0C
捕,00,0C,0C
捜,00,0C,0C
捨,00,0C,0C
据,00,0C,0C
掃,00,0C,0C
授,00,0C,0C
掌,00,0C,0C
排,00,0C,0C
掘,00,0C,0C
掛,00,0C,0C
採,00,0C,0C
探,00,0C,0C
接,00,0C,0C
控,00,0C,0C
推,00,0C,0C
措,00,0C,0C
掲,00,0C,0C
描,00,0C,0C
提,00,0C,0C
揚,00,0C,0C
換,00,0C,0C
握,00,0C,0C
揮,00,0C,0C
援,00,0C,0C
揺,00,0C,0C
損,00,0C,0C
搬,00,0C,0C
搭,00,0C,0C
携,00,0C,0C
搾,00,0C,0C
摂,00,0C,0C
摘,00,0C,0C
摩,00,0C,0C
撃,00,0C,0C
撤,00,0C,0C
撮,00,0C,0C
撲,00,0C,0C
擁,00,0C,0C
操,00,0C,0C
擦,00,0C,0C
擬,00,0C,0C
支,00,0C,0C
改,00,0C,0C
攻,00,0C,0C
放,00,0C,0C
政,00,0C,0C
故,00,0C,0C
敏,00,0C,0C
救,00,0C,0C
敗,00,0C,0C
教,00,0C,0C
敢,00,0C,0C
散,00,0C,0C
敬,00,0C,0C
数,00,0C,0C
整,00,0C,0C
敵,00,0C,0C
敷,00,0C,0C
文,00,0C,0C
斉,00,0C,0C
斎,00,0C,0C
斗,00,0C,0C
料,00,0C,0C
斜,00,0C,0C
斤,00,0C,0C
斥,00,0C,0C
断,00,0C,0C
新,00,0C,0C
方,00,0C,0C
施,00,0C,0C
旅,00,0C,0C
旋,00,0C,0C
族,00,0C,0C
旗,00,0C,0C
既,00,0C,0C
日,00,0C,0C
旧,00,0C,0C
旨,00,0C,0C
早,00,0C,0C
旬,00,0C,0C
昆,00,0C,0C
昇,00,0C,0C
明,00,0C,0C
易,00,0C,0C
昔,00,0C,0C
星,00,0C,0C
映,00,0C,0C
春,00,0C,0C
昨,00,0C,0C
昭,00,0C,0C
是,00,0C,0C
昼,00,0C,0C
時,00,0C,0C
晩,00,0C,0C
普,00,0C,0C
景,00,0C,0C
晴,00,0C,0C
晶,00,0C,0C
暁,00,0C,0C
暇,00,0C,0C
暑,00,0C,0C
暖,00,0C,0C
暗,00,0C,0C
暦,00,0C,0C
暫,00,0C,0C
暮,00,0C,0C
暴,00,0C,0C
曇,00,0C,0C
曜,00,0C,0C
曲,00,0C,0C
更,00,0C,0C
書,00,0C,0C
曹,00,0C,0C
替,00,0C,0C
最,00,0C,0C
月,00,0C,0C
有,00,0C,0C
服,00,0C,0C
朕,00,0C,0C
朗,00,0C,0C
望,00,0C,0C
朝,00,0C,0C
期,00,0C,0C
木,00,0C,0C
未,00,0C,0C
末,00,0C,0C
本,00,0C,0C
札,00,0C,0C
朱,00,0C,0C
朴,00,0C,0C
机,00,0C,0C
朽,00,0C,0C
杉,00,0C,0C
材,00,0C,0C
村,00,0C,0C
束,00,0C,0C
条,00,0C,0C
来,00,0C,0C
杯,00,0C,0C
東,00,0C,0C
松,00,0C,0C
板,00,0C,0C
析,00,0C,0C
林,00,0C,0C
枚,00,0C,0C
果,00,0C,0C
枝,00,0C,0C
枠,00,0C,0C
枢,00,0C,0C
枯,00,0C,0C
架,00,0C,0C
柄,00,0C,0C
某,00,0C,0C
染,00,0C,0C
柔,00,0C,0C
柱,00,0C,0C
柳,00,0C,0C
査,00,0C,0C
栄,00,0C,0C
栓,00,0C,0C
校,00,0C,0C
株,00,0C,0C
核,00,0C,0C
根,00,0C,0C
格,00,0C,0C
栽,00,0C,0C
桃,00,0C,0C
案,00,0C,0C
桑,00,0C,0C
桜,00,0C,0C
桟,00,0C,0C
梅,00,0C,0C
械,00,0C,0C
棄,00,0C,0C
棋,00,0C,0C
棒,00,0C,0C
棚,00,0C,0C
棟,00,0C,0C
森,00,0C,0C
棺,00,0C,0C
植,00,0C,0C
検,00,0C,0C
業,00,0C,0C
極,00,0C,0C
楼,00,0C,0C
楽,00,0C,0C
概,00,0C,0C
構,00,0C,0C
様,00,0C,0C
槽,00,0C,0C
標,00,0C,0C
模,00,0C,0C
権,00,0C,0C
横,00,0C,0C
樹,00,0C,0C
橋,00,0C,0C
機,00,0C,0C
欄,00,0C,0C
欠,00,0C,0C
次,00,0C,0C
欧,00,0C,0C
欲,00,0C,0C
欺,00,0C,0C
款,00,0C,0C
歌,00,0C,0C
歓,00,0C,0C
止,00,0C,0C
正,00,0C,0C
武,00,0C,0C
歩,00,0C,0C
歯,00,0C,0C
歳,00,0C,0C
歴,00,0C,0C
死,00,0C,0C
殉,00,0C,0C
殊,00,0C,0C
残,00,0C,0C
殖,00,0C,0C
殴,00,0C,0C
段,00,0C,0C
殺,00,0C,0C
殻,00,0C,0C
殿,00,0C,0C
母,00,0C,0C
毎,00,0C,0C
毒,00,0C,0C
比,00,0C,0C
毛,00,0C,0C
氏,00,0C,0C
民,00,0C,0C
気,00,0C,0C
水,00,0C,0C
氷,00,0C,0C
永,00,0C,0C
汁,00,0C,0C
求,00,0C,0C
汗,00,0C,0C
汚,00,0C,0C
江,00,0C,0C
池,00,0C,0C
決,00,0C,0C
汽,00,0C,0C
沈,00,0C,0C
沖,00,0C,0C
没,00,0C,0C
沢,00,0C,0C
河,00,0C,0C
沸,00,0C,0C
油,00,0C,0C
治,00,0C,0C
沼,00,0C,0C
沿,00,0C,0C
況,00,0C,0C
泉,00,0C,0C
泊,00,0C,0C
泌,00,0C,0C
法,00,0C,0C
泡,00,0C,0C
波,00,0C,0C
泣,00,0C,0C
泥,00,0C,0C
注,00,0C,0C
泰,00,0C,0C
泳,00,0C,0C
洋,00,0C,0C
洗,00,0C,0C
洞,00,0C,0C
津,00,0C,0C
洪,00,0C,0C
活,00,0C,0C
派,00,0C,0C
流,00,0C,0C
浄,00,0C,0C
浅,00,0C,0C
浜,00,0C,0C
浦,00,0C,0C
浪,00,0C,0C
浮,00,0C,0C
浴,00,0C,0C
海,00,0C,0C
浸,00,0C,0C
消,00,0C,0C
涙,00,0C,0C
涯,00,0C,0C
液,00,0C,0C
涼,00,0C,0C
淑,00,0C,0C
淡,00,0C,0C
深,00,0C,0C
混,00,0C,0C
添,00,0C,0C
清,00,0C,0C
渇,00,0C,0C
済,00,0C,0C
渉,00,0C,0C
渋,00,0C,0C
渓,00,0C,0C
減,00,0C,0C
渡,00,0C,0C
渦,00,0C,0C
温,00,0C,0C
測,00,0C,0C
港,00,0C,0C
湖,00,0C,0C
湯,00,0C,0C
湾,00,0C,0C
湿,00,0C,0C
満,00,0C,0C
源,00,0C,0C
準,00,0C,0C
溝,00,0C,0C
溶,00,0C,0C
滅,00,0C,0C
滋,00,0C,0C
滑,00,0C,0C
滝,00,0C,0C
滞,00,0C,0C
滴,00,0C,0C
漁,00,0C,0C
漂,00,0C,0C
漆,00,0C,0C
漏,00,0C,0C
演,00,0C,0C
漠,00,0C,0C
漢,00,0C,0C
漫,00,0C,0C
漬,00,0C,0C
漸,00,0C,0C
潔,00,0C,0C
潜,00,0C,0C
潟,00,0C,0C
潤,00,0C,0C
潮,00,0C,0C
澄,00,0C,0C
激,00,0C,0C
濁,00,0C,0C
濃,00,0C,0C
濫,00,0C,0C
濯,00,0C,0C
瀬,00,0C,0C
火,00,0C,0C
灯,00,0C,0C
灰,00,0C,0C
災,00,0C,0C
炉,00,0C,0C
炊,00,0C,0C
炎,00,0C,0C
炭,00,0C,0C
点,00,0C,0C
為,00,0C,0C
烈,00,0C,0C
無,00,0C,0C
焦,00,0C,0C
然,00,0C,0C
焼,00,0C,0C
煙,00,0C,0C
照,00,0C,0C
煩,00,0C,0C
煮,00,0C,0C
熟,00,0C,0C
熱,00,0C,0C
燃,00,0C,0C
燥,00,0C,0C
爆,00,0C,0C
爵,00,0C,0C
父,00,0C,0C
片,00,0C,0C
版,00,0C,0C
牛,00,0C,0C
牧,00,0C,0C
物,00,0C,0C
牲,00,0C,0C
特,00,0C,0C
犠,00,0C,0C
犬,00,0C,0C
犯,00,0C,0C
状,00,0C,0C
狂,00,0C,0C
狩,00,0C,0C
独,00,0C,0C
狭,00,0C,0C
猛,00,0C,0C
猟,00,0C,0C
猫,00,0C,0C
献,00,0C,0C
猶,00,0C,0C
猿,00,0C,0C
獄,00,0C,0C
獣,00,0C,0C
獲,00,0C,0C
玄,00,0C,0C
率,00,0C,0C
玉,00,0C,0C
王,00,0C,0C
珍,00,0C,0C
珠,00,0C,0C
班,00,0C,0C
現,00,0C,0C
球,00,0C,0C
理,00,0C,0C
琴,00,0C,0C
環,00,0C,0C
璽,00,0C,0C
瓶,00,0C,0C
甘,00,0C,0C
甚,00,0C,0C
生,00,0C,0C
産,00,0C,0C
用,00,0C,0C
田,00,0C,0C
由,00,0C,0C
甲,00,0C,0C
申,00,0C,0C
男,00,0C,0C
町,00,0C,0C
画,00,0C,0C
界,00,0C,0C
畑,00,0C,0C
畔,00,0C,0C
留,00,0C,0C
畜,00,0C,0C
畝,00,0C,0C
略,00,0C,0C
番,00,0C,0C
異,00,0C,0C
畳,00,0C,0C
疎,00,0C,0C
疑,00,0C,0C
疫,00,0C,0C
疲,00,0C,0C
疾,00,0C,0C
病,00,0C,0C
症,00,0C,0C
痘,00,0C,0C
痛,00,0C,0C
痢,00,0C,0C
痴,00,0C,0C
療,00,0C,0C
癒,00,0C,0C
癖,00,0C,0C
発,00,0C,0C
登,00,0C,0C
白,00,0C,0C
百,00,0C,0C
的,00,0C,0C
皆,00,0C,0C
皇,00,0C,0C
皮,00,0C,0C
皿,00,0C,0C
盆,00,0C,0C
益,00,0C,0C
盗,00,0C,0C
盛,00,0C,0C
盟,00,0C,0C
監,00,0C,0C
盤,00,0C,0C
目,00,0C,0C
盲,00,0C,0C
直,00,0C,0C
相,00,0C,0C
盾,00,0C,0C
省,00,0C,0C
看,00,0C,0C
県,00,0C,0C
真,00,0C,0C
眠,00,0C,0C
眺,00,0C,0C
眼,00,0C,0C
着,00,0C,0C
睡,00,0C,0C
督,00,0C,0C
瞬,00,0C,0C
矛,00,0C,0C
矢,00,0C,0C
知,00,0C,0C
短,00,0C,0C
矯,00,0C,0C
石,00,0C,0C
砂,00,0C,0C
研,00,0C,0C
砕,00,0C,0C
砲,00,0C,0C
破,00,0C,0C
硝,00,0C,0C
硫,00,0C,0C
硬,00,0C,0C
碁,00,0C,0C
碑,00,0C,0C
確,00,0C,0C
磁,00,0C,0C
磨,00,0C,0C
礁,00,0C,0C
礎,00,0C,0C
示,00,0C,0C
礼,00,0C,0C
社,00,0C,0C
祈,00,0C,0C
祉,00,0C,0C
祖,00,0C,0C
祝,00,0C,0C
神,00,0C,0C
祥,00,0C,0C
票,00,0C,0C
祭,00,0C,0C
禁,00,0C,0C
禅,00,0C,0C
禍,00,0C,0C
福,00,0C,0C
秀,00,0C,0C
私,00,0C,0C
秋,00,0C,0C
科,00,0C,0C
秒,00,0C,0C
秘,00,0C,0C
租,00,0C,0C
秩,00,0C,0C
称,00,0C,0C
移,00,0C,0C
程,00,0C,0C
税,00,0C,0C
稚,00,0C,0C
種,00,0C,0C
稲,00,0C,0C
稼,00,0C,0C
稿,00,0C,0C
穀,00,0C,0C
穂,00,0C,0C
積,00,0C,0C
穏,00,0C,0C
穫,00,0C,0C
穴,00,0C,0C
究,00,0C,0C
空,00,0C,0C
突,00,0C,0C
窃,00,0C,0C
窒,00,0C,0C
窓,00,0C,0C
窮,00,0C,0C
窯,00,0C,0C
立,00,0C,0C
竜,00,0C,0C
章,00,0C,0C
童,00,0C,0C
端,00,0C,0C
競,00,0C,0C
竹,00,0C,0C
笑,00,0C,0C
笛,00,0C,0C
符,00,0C,0C
第,00,0C,0C
筆,00,0C,0C
等,00,0C,0C
筋,00,0C,0C
筒,00,0C,0C
答,00,0C,0C
策,00,0C,0C
箇,00,0C,0C
算,00,0C,0C
管,00,0C,0C
箱,00,0C,0C
節,00,0C,0C
範,00,0C,0C
築,00,0C,0C
篤,00,0C,0C
簡,00,0C,0C
簿,00,0C,0C
籍,00,0C,0C
米,00,0C,0C
粉,00,0C,0C
粋,00,0C,0C
粒,00,0C,0C
粗,00,0C,0C
粘,00,0C,0C
粛,00,0C,0C
粧,00,0C,0C
精,00,0C,0C
糖,00,0C,0C
糧,00,0C,0C
糸,00,0C,0C
系,00,0C,0C
糾,00,0C,0C
紀,00,0C,0C
約,00,0C,0C
紅,00,0C,0C
紋,00,0C,0C
納,00,0C,0C
純,00,0C,0C
紙,00,0C,0C
級,00,0C,0C
紛,00,0C,0C
素,00,0C,0C
紡,00,0C,0C
索,00,0C,0C
紫,00,0C,0C
累,00,0C,0C
細,00,0C,0C
紳,00,0C,0C
紹,00,0C,0C
紺,00,0C,0C
終,00,0C,0C
組,00,0C,0C
経,00,0C,0C
結,00,0C,0C
絞,00,0C,0C
絡,00,0C,0C
給,00,0C,0C
統,00,0C,0C
絵,00,0C,0C
絶,00,0C,0C
絹,00,0C,0C
継,00,0C,0C
続,00,0C,0C
維,00,0C,0C
綱,00,0C,0C
網,00,0C,0C
綿,00,0C,0C
緊,00,0C,0C
総,00,0C,0C
緑,00,0C,0C
緒,00,0C,0C
線,00,0C,0C
締,00,0C,0C
編,00,0C,0C
緩,00,0C,0C
緯,00,0C,0C
練,00,0C,0C
縁,00,0C,0C
縄,00,0C,0C
縛,00,0C,0C
縦,00,0C,0C
縫,00,0C,0C
縮,00,0C,0C
績,00,0C,0C
繁,00,0C,0C
繊,00,0C,0C
織,00,0C,0C
繕,00,0C,0C
繭,00,0C,0C
繰,00,0C,0C
缶,00,0C,0C
罪,00,0C,0C
置,00,0C,0C
罰,00,0C,0C
署,00,0C,0C
罷,00,0C,0C
羅,00,0C,0C
羊,00,0C,0C
美,00,0C,0C
群,00,0C,0C
義,00,0C,0C
羽,00,0C,0C
翁,00,0C,0C
翌,00,0C,0C
習,00,0C,0C
翻,00,0C,0C
翼,00,0C,0C
老,00,0C,0C
考,00,0C,0C
者,00,0C,0C
耐,00,0C,0C
耕,00,0C,0C
耗,00,0C,0C
耳,00,0C,0C
聖,00,0C,0C
聞,00,0C,0C
聴,00,0C,0C
職,00,0C,0C
肉,00,0C,0C
肌,00,0C,0C
肖,00,0C,0C
肝,00,0C,0C
肢,00,0C,0C
肥,00,0C,0C
肩,00,0C,0C
肪,00,0C,0C
肯,00,0C,0C
育,00,0C,0C
肺,00,0C,0C
胃,00,0C,0C
胆,00,0C,0C
背,00,0C,0C
胎,00,0C,0C
胞,00,0C,0C
胴,00,0C,0C
胸,00,0C,0C
能,00,0C,0C
脂,00,0C,0C
脅,00,0C,0C
脈,00,0C,0C
脚,00,0C,0C
脱,00,0C,0C
脳,00,0C,0C
脹,00,0C,0C
腐,00,0C,0C
腕,00,0C,0C
腰,00,0C,0C
腸,00,0C,0C
腹,00,0C,0C
膚,00,0C,0C
膜,00,0C,0C
膨,00,0C,0C
臓,00,0C,0C
臣,00,0C,0C
臨,00,0C,0C
自,00,0C,0C
臭,00,0C,0C
至,00,0C,0C
致,00,0C,0C
興,00,0C,0C
舌,00,0C,0C
舎,00,0C,0C
舗,00,0C,0C
舞,00,0C,0C
舟,00,0C,0C
航,00,0C,0C
般,00,0C,0C
舶,00,0C,0C
船,00,0C,0C
艇,00,0C,0C
艦,00,0C,0C
良,00,0C,0C
色,00,0C,0C
芋,00,0C,0C
芝,00,0C,0C
花,00,0C,0C
芳,00,0C,0C
芸,00,0C,0C
芽,00,0C,0C
苗,00,0C,0C
若,00,0C,0C
苦,00,0C,0C
英,00,0C,0C
茂,00,0C,0C
茎,00,0C,0C
茶,00,0C,0C
草,00,0C,0C
荒,00,0C,0C
荘,00,0C,0C
荷,00,0C,0C
菊,00,0C,0C
菌,00,0C,0C
菓,00,0C,0C
菜,00,0C,0C
華,00,0C,0C
落,00,0C,0C
葉,00,0C,0C
著,00,0C,0C
葬,00,0C,0C
蒸,00,0C,0C
蓄,00,0C,0C
蔵,00,0C,0C
薄,00,0C,0C
薦,00,0C,0C
薪,00,0C,0C
薫,00,0C,0C
薬,00,0C,0C
藩,00,0C,0C
藻,00,0C,0C
虐,00,0C,0C
虚,00,0C,0C
虜,00,0C,0C
虞,00,0C,0C
虫,00,0C,0C
蚊,00,0C,0C
蚕,00,0C,0C
蛇,00,0C,0C
蛍,00,0C,0C
蛮,00,0C,0C
融,00,0C,0C
血,00,0C,0C
衆,00,0C,0C
行,00,0C,0C
術,00,0C,0C
街,00,0C,0C
衛,00,0C,0C
衝,00,0C,0C
衡,00,0C,0C
衣,00,0C,0C
表,00,0C,0C
衰,00,0C,0C
衷,00,0C,0C
袋,00,0C,0C
被,00,0C,0C
裁,00,0C,0C
裂,00,0C,0C
装,00,0C,0C
裏,00,0C,0C
裕,00,0C,0C
補,00,0C,0C
裸,00,0C,0C
製,00,0C,0C
複,00,0C,0C
褐,00,0C,0C
褒,00,0C,0C
襟,00,0C,0C
襲,00,0C,0C
西,00,0C,0C
要,00,0C,0C
覆,00,0C,0C
覇,00,0C,0C
見,00,0C,0C
規,00,0C,0C
視,00,0C,0C
覚,00,0C,0C
覧,00,0C,0C
親,00,0C,0C
観,00,0C,0C
角,00,0C,0C
解,00,0C,0C
触,00,0C,0C
言,00,0C,0C
訂,00,0C,0C
計,00,0C,0C
討,00,0C,0C
訓,00,0C,0C
託,00,0C,0C
記,00,0C,0C
訟,00,0C,0C
訪,00,0C,0C
設,00,0C,0C
許,00,0C,0C
訳,00,0C,0C
訴,00,0C,0C
診,00,0C,0C
証,00,0C,0C
詐,00,0C,0C
詔,00,0C,0C
評,00,0C,0C
詞,00,0C,0C
詠,00,0C,0C
試,00,0C,0C
詩,00,0C,0C
詰,00,0C,0C
話,00,0C,0C
該,00,0C,0C
詳,00,0C,0C
誇,00,0C,0C
誉,00,0C,0C
誌,00,0C,0C
認,00,0C,0C
誓,00,0C,0C
誕,00,0C,0C
誘,00,0C,0C
語,00,0C,0C
誠,00,0C,0C
誤,00,0C,0C
説,00,0C,0C
読,00,0C,0C
課,00,0C,0C
調,00,0C,0C
談,00,0C,0C
請,00,0C,0C
論,00,0C,0C
諭,00,0C,0C
諮,00,0C,0C
諸,00,0C,0C
諾,00,0C,0C
謀,00,0C,0C
謁,00,0C,0C
謄,00,0C,0C
謙,00,0C,0C
講,00,0C,0C
謝,00,0C,0C
謡,00,0C,0C
謹,00,0C,0C
識,00,0C,0C
譜,00,0C,0C
警,00,0C,0C
議,00,0C,0C
譲,00,0C,0C
護,00,0C,0C
谷,00,0C,0C
豆,00,0C,0C
豊,00,0C,0C
豚,00,0C,0C
象,00,0C,0C
豪,00,0C,0C
貝,00,0C,0C
貞,00,0C,0C
負,00,0C,0C
財,00,0C,0C
貢,00,0C,0C
貧,00,0C,0C
貨,00,0C,0C
販,00,0C,0C
貫,00,0C,0C
責,00,0C,0C
貯,00,0C,0C
貴,00,0C,0C
買,00,0C,0C
貸,00,0C,0C
費,00,0C,0C
貿,00,0C,0C
賀,00,0C,0C
賃,00,0C,0C
賄,00,0C,0C
資,00,0C,0C
賊,00,0C,0C
賓,00,0C,0C
賛,00,0C,0C
賜,00,0C,0C
賞,00,0C,0C
賠,00,0C,0C
賢,00,0C,0C
賦,00,0C,0C
質,00,0C,0C
購,00,0C,0C
贈,00,0C,0C
赤,00,0C,0C
赦,00,0C,0C
走,00,0C,0C
赴,00,0C,0C
起,00,0C,0C
超,00,0C,0C
越,00,0C,0C
趣,00,0C,0C
足,00,0C,0C
距,00,0C,0C
跡,00,0C,0C
路,00,0C,0C
跳,00,0C,0C
践,00,0C,0C
踊,00,0C,0C
踏,00,0C,0C
躍,00,0C,0C
身,00,0C,0C
車,00,0C,0C
軌,00,0C,0C
軍,00,0C,0C
軒,00,0C,0C
軟,00,0C,0C
転,00,0C,0C
軸,00,0C,0C
軽,00,0C,0C
較,00,0C,0C
載,00,0C,0C
輝,00,0C,0C
輩,00,0C,0C
輪,00,0C,0C
輸,00,0C,0C
轄,00,0C,0C
辛,00,0C,0C
辞,00,0C,0C
辱,00,0C,0C
農,00,0C,0C
辺,00,0C,0C
込,00,0C,0C
迅,00,0C,0C
迎,00,0C,0C
近,00,0C,0C
返,00,0C,0C
迫,00,0C,0C
迭,00,0C,0C
述,00,0C,0C
迷,00,0C,0C
追,00,0C,0C
退,00,0C,0C
送,00,0C,0C
逃,00,0C,0C
逆,00,0C,0C
透,00,0C,0C
逐,00,0C,0C
逓,00,0C,0C
途,00,0C,0C
通,00,0C,0C
逝,00,0C,0C
速,00,0C,0C
造,00,0C,0C
連,00,0C,0C
逮,00,0C,0C
週,00,0C,0C
進,00,0C,0C
逸,00,0C,0C
遂,00,0C,0C
遅,00,0C,0C
遇,00,0C,0C
遊,00,0C,0C
運,00,0C,0C
遍,00,0C,0C
過,00,0C,0C
道,00,0C,0C
達,00,0C,0C
違,00,0C,0C
遠,00,0C,0C
遣,00,0C,0C
適,00,0C,0C
遭,00,0C,0C
遮,00,0C,0C
遵,00,0C,0C
遷,00,0C,0C
選,00,0C,0C
遺,00,0C,0C
避,00,0C,0C
還,00,0C,0C
邦,00,0C,0C
邪,00,0C,0C
邸,00,0C,0C
郊,00,0C,0C
郎,00,0C,0C
郡,00,0C,0C
部,00,0C,0C
郭,00,0C,0C
郵,00,0C,0C
郷,00,0C,0C
都,00,0C,0C
酌,00,0C,0C
配,00,0C,0C
酒,00,0C,0C
酔,00,0C,0C
酢,00,0C,0C
酪,00,0C,0C
酬,00,0C,0C
酵,00,0C,0C
酷,00,0C,0C
酸,00,0C,0C
醜,00,0C,0C
醸,00,0C,0C
釈,00,0C,0C
里,00,0C,0C
重,00,0C,0C
野,00,0C,0C
量,00,0C,0C
金,00,0C,0C
針,00,0C,0C
釣,00,0C,0C
鈍,00,0C,0C
鈴,00,0C,0C
鉄,00,0C,0C
鉛,00,0C,0C
鉢,00,0C,0C
鉱,00,0C,0C
銀,00,0C,0C
銃,00,0C,0C
銅,00,0C,0C
銑,00,0C,0C
銘,00,0C,0C
銭,00,0C,0C
鋭,00,0C,0C
鋳,00,0C,0C
鋼,00,0C,0C
錘,00,0C,0C
錠,00,0C,0C
錬,00,0C,0C
錯,00,0C,0C
録,00,0C,0C
鍛,00,0C,0C
鎖,00,0C,0C
鎮,00,0C,0C
鏡,00,0C,0C
鐘,00,0C,0C
鑑,00,0C,0C
長,00,0C,0C
門,00,0C,0C
閉,00,0C,0C
開,00,0C,0C
閑,00,0C,0C
間,00,0C,0C
関,00,0C,0C
閣,00,0C,0C
閥,00,0C,0C
閲,00,0C,0C
闘,00,0C,0C
防,00,0C,0C
阻,00,0C,0C
附,00,0C,0C
降,00,0C,0C
限,00,0C,0C
陛,00,0C,0C
院,00,0C,0C
陣,00,0C,0C
除,00,0C,0C
陥,00,0C,0C
陪,00,0C,0C
陰,00,0C,0C
陳,00,0C,0C
陵,00,0C,0C
陶,00,0C,0C
陸,00,0C,0C
険,00,0C,0C
陽,00,0C,0C
隅,00,0C,0C
隆,00,0C,0C
隊,00,0C,0C
階,00,0C,0C
随,00,0C,0C
隔,00,0C,0C
際,00,0C,0C
障,00,0C,0C
隠,00,0C,0C
隣,00,0C,0C
隷,00,0C,0C
隻,00,0C,0C
雄,00,0C,0C
雅,00,0C,0C
集,00,0C,0C
雇,00,0C,0C
雌,00,0C,0C
雑,00,0C,0C
離,00,0C,0C
難,00,0C,0C
雨,00,0C,0C
雪,00,0C,0C
雰,00,0C,0C
雲,00,0C,0C
零,00,0C,0C
雷,00,0C,0C
電,00,0C,0C
需,00,0C,0C
震,00,0C,0C
霊,00,0C,0C
霜,00,0C,0C
霧,00,0C,0C
露,00,0C,0C
青,00,0C,0C
静,00,0C,0C
非,00,0C,0C
面,00,0C,0C
革,00,0C,0C
靴,00,0C,0C
音,00,0C,0C
韻,00,0C,0C
響,00,0C,0C
頂,00,0C,0C
項,00,0C,0C
順,00,0C,0C
預,00,0C,0C
頑,00,0C,0C
頒,00,0C,0C
領,00,0C,0C
頭,00,0C,0C
頻,00,0C,0C
頼,00,0C,0C
題,00,0C,0C
額,00,0C,0C
顔,00,0C,0C
顕,00,0C,0C
願,00,0C,0C
類,00,0C,0C
顧,00,0C,0C
風,00,0C,0C
飛,00,0C,0C
食,00,0C,0C
飢,00,0C,0C
飯,00,0C,0C
飲,00,0C,0C
飼,00,0C,0C
飽,00,0C,0C
飾,00,0C,0C
養,00,0C,0C
餓,00,0C,0C
館,00,0C,0C
首,00,0C,0C
香,00,0C,0C
馬,00,0C,0C
駄,00,0C,0C
駅,00,0C,0C
駆,00,0C,0C
駐,00,0C,0C
騎,00,0C,0C
騒,00,0C,0C
験,00,0C,0C
騰,00,0C,0C
驚,00,0C,0C
骨,00,0C,0C
髄,00,0C,0C
高,00,0C,0C
髪,00,0C,0C
鬼,00,0C,0C
魂,00,0C,0C
魅,00,0C,0C
魔,00,0C,0C
魚,00,0C,0C
鮮,00,0C,0C
鯨,00,0C,0C
鳥,00,0C,0C
鳴,00,0C,0C
鶏,00,0C,0C
麗,00,0C,0C
麦,00,0C,0C
麻,00,0C,0C
黄,00,0C,0C
黒,00,0C,0C
黙,00,0C,0C
鼓,00,0C,0C
鼻,00,0C,0C
齢,00,0C,0C
가,00,0C,0C
각,00,0C,0C
간,00,0C,0C
갇,00,0C,0C
갈,00,0C,0C
갉,00,0C,0C
갊,00,0C,0C
감,00,0C,0C
갑,00,0C,0C
값,00,0C,0C
갓,00,0C,0C
갔,00,0C,0C
강,00,0C,0C
갖,00,0C,0C
갗,00,0C,0C
같,00,0C,0C
갚,00,0C,0C
갛,00,0C,0C
개,00,0C,0C
객,00,0C,0C
갠,00,0C,0C
갤,00,0C,0C
갬,00,0C,0C
갭,00,0C,0C
갯,00,0C,0C
갰,00,0C,0C
갱,00,0C,0C
갸,00,0C,0C
갹,00,0C,0C
갼,00,0C,0C
걀,00,0C,0C
걋,00,0C,0C
걍,00,0C,0C
걔,00,0C,0C
걘,00,0C,0C
걜,00,0C,0C
거,00,0C,0C
걱,00,0C,0C
건,00,0C,0C
걷,00,0C,0C
걸,00,0C,0C
걺,00,0C,0C
검,00,0C,0C
겁,00,0C,0C
것,00,0C,0C
겄,00,0C,0C
겅,00,0C,0C
겆,00,0C,0C
겉,00,0C,0C
겊,00,0C,0C
겋,00,0C,0C
게,00,0C,0C
겐,00,0C,0C
겔,00,0C,0C
겜,00,0C,0C
겝,00,0C,0C
겟,00,0C,0C
겠,00,0C,0C
겡,00,0C,0C
겨,00,0C,0C
격,00,0C,0C
겪,00,0C,0C
견,00,0C,0C
겯,00,0C,0C
결,00,0C,0C
겸,00,0C,0C
겹,00,0C,0C
겻,00,0C,0C
겼,00,0C,0C
경,00,0C,0C
곁,00,0C,0C
계,00,0C,0C
곈,00,0C,0C
곌,00,0C,0C
곕,00,0C,0C
곗,00,0C,0C
고,00,0C,0C
곡,00,0C,0C
곤,00,0C,0C
곧,00,0C,0C
골,00,0C,0C
곪,00,0C,0C
곬,00,0C,0C
곯,00,0C,0C
곰,00,0C,0C
곱,00,0C,0C
곳,00,0C,0C
공,00,0C,0C
곶,00,0C,0C
과,00,0C,0C
곽,00,0C,0C
관,00,0C,0C
괄,00,0C,0C
괆,00,0C,0C
괌,00,0C,0C
괍,00,0C,0C
